AgentID,total_neighbors,VIM,VI,NVIM,NVI
71,16,0.1875,0.1875,0.125,0.5625
72,17,0.29411764705882354,0.29411764705882354,0.0,0.5294117647058824
73,42,0.2619047619047619,0.23809523809523808,0.047619047619047616,0.6428571428571429
74,41,0.3902439024390244,0.2926829268292683,0.024390243902439025,0.4146341463414634
75,21,0.47619047619047616,0.38095238095238093,0.047619047619047616,0.38095238095238093
76,51,0.29411764705882354,0.27450980392156865,0.0196078431372549,0.5294117647058824
77,37,0.32432432432432434,0.24324324324324326,0.10810810810810811,0.3783783783783784
78,85,0.47058823529411764,0.35294117647058826,0.023529411764705882,0.32941176470588235
79,19,0.42105263157894735,0.15789473684210525,0.10526315789473684,0.42105263157894735
80,78,0.3076923076923077,0.32051282051282054,0.02564102564102564,0.5256410256410257
81,27,0.4444444444444444,0.48148148148148145,0.037037037037037035,0.3333333333333333
82,27,0.37037037037037035,0.18518518518518517,0.1111111111111111,0.4444444444444444
83,12,0.5833333333333334,0.16666666666666666,0.16666666666666666,0.08333333333333333
84,16,0.25,0.25,0.0625,0.5625
85,13,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.6923076923076923
86,27,0.48148148148148145,0.14814814814814814,0.037037037037037035,0.4074074074074074
87,41,0.34146341463414637,0.3902439024390244,0.024390243902439025,0.3902439024390244
88,38,0.39473684210526316,0.13157894736842105,0.15789473684210525,0.3157894736842105
89,55,0.32727272727272727,0.23636363636363636,0.03636363636363636,0.45454545454545453
90,84,0.34523809523809523,0.2857142857142857,0.023809523809523808,0.47619047619047616
91,55,0.38181818181818183,0.32727272727272727,0.05454545454545454,0.41818181818181815
92,57,0.3684210526315789,0.24561403508771928,0.07017543859649122,0.43859649122807015
93,78,0.0,0.0,0.0,1.0
94,23,0.4782608695652174,0.34782608695652173,0.08695652173913043,0.391304347826087
95,48,0.3333333333333333,0.2916666666666667,0.08333333333333333,0.4791666666666667
96,36,0.3333333333333333,0.5,0.027777777777777776,0.3611111111111111
97,10,0.5,0.4,0.0,0.5
98,80,0.45,0.2625,0.1125,0.2875
99,41,0.43902439024390244,0.4634146341463415,0.0,0.34146341463414637
100,18,0.4444444444444444,0.2777777777777778,0.0,0.5555555555555556
101,98,0.47959183673469385,0.4387755102040816,0.04081632653061224,0.32653061224489793
102,52,0.3269230769230769,0.3076923076923077,0.057692307692307696,0.5192307692307693
103,94,0.0425531914893617,0.031914893617021274,0.0,0.9361702127659575
104,41,0.5121951219512195,0.34146341463414637,0.024390243902439025,0.3170731707317073
105,45,0.3111111111111111,0.24444444444444444,0.06666666666666667,0.4666666666666667
106,36,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.8888888888888888
107,17,0.4117647058823529,0.35294117647058826,0.0,0.47058823529411764
108,97,0.4020618556701031,0.29896907216494845,0.010309278350515464,0.4536082474226804
109,7,0.7142857142857143,0.14285714285714285,0.0,0.2857142857142857
110,91,0.43956043956043955,0.14285714285714285,0.054945054945054944,0.4065934065934066
111,31,0.3548387096774194,0.2903225806451613,0.03225806451612903,0.5161290322580645
112,110,0.9363636363636364,0.0,0.01818181818181818,0.045454545454545456
113,74,0.43243243243243246,0.36486486486486486,0.013513513513513514,0.43243243243243246
114,56,0.3392857142857143,0.2857142857142857,0.0,0.5178571428571429
115,17,0.4117647058823529,0.4117647058823529,0.058823529411764705,0.4117647058823529
116,57,0.38596491228070173,0.3684210526315789,0.03508771929824561,0.3508771929824561
117,53,0.3584905660377358,0.3018867924528302,0.05660377358490566,0.4339622641509434
118,314,0.34394904458598724,0.3343949044585987,0.0,0.6560509554140127
119,73,0.273972602739726,0.2465753424657534,0.0,0.5342465753424658
120,43,0.9069767441860465,0.023255813953488372,0.023255813953488372,0.046511627906976744
121,27,0.5555555555555556,0.4444444444444444,0.14814814814814814,0.18518518518518517
122,19,0.3684210526315789,0.3157894736842105,0.05263157894736842,0.47368421052631576
123,14,0.5,0.21428571428571427,0.07142857142857142,0.2857142857142857
124,37,0.43243243243243246,0.40540540540540543,0.02702702702702703,0.35135135135135137
125,34,0.4117647058823529,0.5588235294117647,0.029411764705882353,0.35294117647058826
126,36,0.25,0.2222222222222222,0.027777777777777776,0.6111111111111112
127,21,0.5714285714285714,0.3333333333333333,0.0,0.38095238095238093
128,95,0.3157894736842105,0.35789473684210527,0.021052631578947368,0.5052631578947369
129,39,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.8974358974358975
130,47,0.5106382978723404,0.2978723404255319,0.0425531914893617,0.2978723404255319
131,111,0.3333333333333333,0.34234234234234234,0.036036036036036036,0.4864864864864865
132,270,0.5074074074074074,0.007407407407407408,0.0,0.4925925925925926
133,44,0.36363636363636365,0.3409090909090909,0.045454545454545456,0.45454545454545453
134,40,0.375,0.225,0.1,0.425
135,60,0.43333333333333335,0.31666666666666665,0.03333333333333333,0.43333333333333335
136,19,0.21052631578947367,0.2631578947368421,0.0,0.5263157894736842
137,69,0.043478260869565216,0.057971014492753624,0.028985507246376812,0.9130434782608695
138,21,0.14285714285714285,0.3333333333333333,0.09523809523809523,0.42857142857142855
139,64,0.453125,0.34375,0.0,0.421875
140,75,0.29333333333333333,0.32,0.08,0.48
141,70,0.0,0.0,0.0,1.0
142,30,0.26666666666666666,0.36666666666666664,0.06666666666666667,0.43333333333333335
143,74,0.9459459459459459,0.9324324324324325,0.0,0.04054054054054054
144,75,0.4,0.32,0.02666666666666667,0.44
145,8,0.5,0.125,0.125,0.375
146,27,0.1111111111111111,0.2222222222222222,0.0,0.7037037037037037
147,67,0.08955223880597014,0.1044776119402985,0.029850746268656716,0.8507462686567164
148,226,0.008849557522123894,0.49557522123893805,0.0,0.5
149,33,0.24242424242424243,0.30303030303030304,0.06060606060606061,0.5454545454545454
150,48,0.22916666666666666,0.4166666666666667,0.020833333333333332,0.4583333333333333
151,76,0.39473684210526316,0.27631578947368424,0.09210526315789473,0.42105263157894735
152,104,0.3942307692307692,0.34615384615384615,0.009615384615384616,0.4423076923076923
153,123,0.975609756097561,0.4878048780487805,0.0,0.024390243902439025
154,56,0.375,0.19642857142857142,0.05357142857142857,0.44642857142857145
155,308,0.006493506493506494,0.006493506493506494,0.0,0.9902597402597403
156,18,0.4444444444444444,0.1111111111111111,0.0,0.3888888888888889
157,27,0.2222222222222222,0.18518518518518517,0.14814814814814814,0.48148148148148145
158,55,0.32727272727272727,0.2909090909090909,0.07272727272727272,0.45454545454545453
159,14,0.5,0.2857142857142857,0.0,0.35714285714285715
160,25,0.4,0.32,0.12,0.4
161,12,0.25,0.4166666666666667,0.0,0.5
162,81,0.3333333333333333,0.2839506172839506,0.09876543209876543,0.4444444444444444
163,37,0.35135135135135137,0.2972972972972973,0.08108108108108109,0.3783783783783784
164,3426,0.37478108581436076,0.24985405720957385,0.0,0.37536485697606536
165,65,0.07692307692307693,0.07692307692307693,0.0,0.8923076923076924
166,44,0.36363636363636365,0.3409090909090909,0.045454545454545456,0.4772727272727273
167,30,0.5,0.43333333333333335,0.1,0.3
168,16,0.875,0.0625,0.0,0.0625
169,81,0.3950617283950617,0.2962962962962963,0.04938271604938271,0.48148148148148145
170,39,0.358974358974359,0.3333333333333333,0.0,0.5128205128205128
171,146,0.9726027397260274,0.5068493150684932,0.0,0.00684931506849315
172,42,0.38095238095238093,0.35714285714285715,0.0,0.4523809523809524
173,10,0.3,0.4,0.1,0.4
174,17,0.29411764705882354,0.4117647058823529,0.17647058823529413,0.23529411764705882
175,7,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.2857142857142857
176,14,0.6428571428571429,0.5,0.07142857142857142,0.21428571428571427
177,72,0.2638888888888889,0.3611111111111111,0.041666666666666664,0.4722222222222222
178,47,0.3829787234042553,0.23404255319148937,0.06382978723404255,0.3829787234042553
179,19,0.3157894736842105,0.2631578947368421,0.05263157894736842,0.47368421052631576
180,32,0.34375,0.25,0.09375,0.4375
181,68,0.3088235294117647,0.22058823529411764,0.058823529411764705,0.5294117647058824
182,78,0.34615384615384615,0.21794871794871795,0.08974358974358974,0.41025641025641024
183,1379,0.3995649021029732,0.1994198694706309,0.0014503263234227702,0.3995649021029732
184,62,0.3548387096774194,0.27419354838709675,0.016129032258064516,0.4838709677419355
185,27,0.0,0.0,0.0,1.0
186,81,0.4074074074074074,0.3333333333333333,0.04938271604938271,0.4074074074074074
187,78,0.358974358974359,0.21794871794871795,0.05128205128205128,0.48717948717948717
188,79,0.35443037974683544,0.3037974683544304,0.0759493670886076,0.45569620253164556
189,21,0.19047619047619047,0.047619047619047616,0.09523809523809523,0.7142857142857143
190,17,0.35294117647058826,0.29411764705882354,0.0,0.35294117647058826
191,58,0.39655172413793105,0.39655172413793105,0.0,0.43103448275862066
192,26,0.46153846153846156,0.3076923076923077,0.0,0.34615384615384615
193,29,0.20689655172413793,0.1724137931034483,0.034482758620689655,0.7241379310344828
194,74,0.40540540540540543,0.2702702702702703,0.10810810810810811,0.3918918918918919
195,70,0.38571428571428573,0.14285714285714285,0.1,0.4
196,32,0.21875,0.25,0.125,0.375
197,37,0.2702702702702703,0.2702702702702703,0.05405405405405406,0.5135135135135135
198,42,0.5,0.38095238095238093,0.047619047619047616,0.30952380952380953
199,91,0.38461538461538464,0.3626373626373626,0.02197802197802198,0.42857142857142855
200,51,0.43137254901960786,0.3137254901960784,0.0196078431372549,0.39215686274509803
201,88,0.022727272727272728,0.011363636363636364,0.0,0.9772727272727273
202,13,0.5384615384615384,0.07692307692307693,0.15384615384615385,0.23076923076923078
203,52,0.38461538461538464,0.38461538461538464,0.038461538461538464,0.4230769230769231
204,47,0.0,0.8085106382978723,0.02127659574468085,0.1702127659574468
205,48,0.020833333333333332,0.041666666666666664,0.0,0.9583333333333334
206,20,0.35,0.15,0.1,0.5
207,42,0.3333333333333333,0.14285714285714285,0.09523809523809523,0.4523809523809524
208,20,0.3,0.35,0.0,0.5
209,61,0.3442622950819672,0.32786885245901637,0.03278688524590164,0.4918032786885246
210,33,0.5151515151515151,0.2727272727272727,0.0,0.45454545454545453
211,49,0.30612244897959184,0.2653061224489796,0.0,0.5102040816326531
212,52,0.0,0.0,0.019230769230769232,0.9807692307692307
213,101,0.32673267326732675,0.33663366336633666,0.0297029702970297,0.48514851485148514
214,17,0.47058823529411764,0.4117647058823529,0.11764705882352941,0.23529411764705882
215,61,0.3770491803278688,0.14754098360655737,0.09836065573770492,0.4426229508196721
216,18,0.4444444444444444,0.16666666666666666,0.05555555555555555,0.4444444444444444
217,22,0.3181818181818182,0.3181818181818182,0.0,0.5454545454545454
218,94,0.5,0.39361702127659576,0.0425531914893617,0.32978723404255317
219,28,0.21428571428571427,0.10714285714285714,0.10714285714285714,0.6071428571428571
220,67,0.44776119402985076,0.29850746268656714,0.029850746268656716,0.43283582089552236
221,214,0.009345794392523364,0.009345794392523364,0.32242990654205606,0.6588785046728972
222,85,0.38823529411764707,0.24705882352941178,0.047058823529411764,0.43529411764705883
223,145,0.3931034482758621,0.3793103448275862,0.013793103448275862,0.46206896551724136
224,32,0.375,0.46875,0.0,0.40625
225,16,0.375,0.4375,0.0625,0.3125
226,115,0.3217391304347826,0.28695652173913044,0.034782608695652174,0.5304347826086957
227,28,0.5357142857142857,0.4642857142857143,0.10714285714285714,0.25
228,68,0.4411764705882353,0.22058823529411764,0.07352941176470588,0.4117647058823529
229,66,0.48484848484848486,0.22727272727272727,0.12121212121212122,0.2878787878787879
230,29,0.41379310344827586,0.3448275862068966,0.10344827586206896,0.3793103448275862
231,56,0.35714285714285715,0.26785714285714285,0.08928571428571429,0.48214285714285715
232,9,0.4444444444444444,0.1111111111111111,0.0,0.5555555555555556
233,14,0.2857142857142857,0.35714285714285715,0.07142857142857142,0.35714285714285715
234,63,0.31746031746031744,0.25396825396825395,0.015873015873015872,0.5714285714285714
235,29,0.896551724137931,0.896551724137931,0.0,0.10344827586206896
236,32,0.40625,0.125,0.15625,0.40625
237,31,0.25806451612903225,0.2903225806451613,0.0,0.5161290322580645
238,93,0.2903225806451613,0.23655913978494625,0.021505376344086023,0.5698924731182796
239,22,0.045454545454545456,0.0,0.0,0.9545454545454546
240,33,0.36363636363636365,0.3939393939393939,0.09090909090909091,0.3333333333333333
241,75,0.32,0.41333333333333333,0.013333333333333334,0.4666666666666667
242,89,0.3258426966292135,0.29213483146067415,0.02247191011235955,0.5056179775280899
243,36,0.3888888888888889,0.3333333333333333,0.08333333333333333,0.3333333333333333
244,77,0.3246753246753247,0.2727272727272727,0.03896103896103896,0.5064935064935064
245,16,0.375,0.375,0.0625,0.4375
246,86,0.313953488372093,0.26744186046511625,0.011627906976744186,0.5581395348837209
247,72,0.5138888888888888,0.4444444444444444,0.08333333333333333,0.3055555555555556
248,172,0.03488372093023256,0.01744186046511628,0.005813953488372093,0.9534883720930233
249,56,0.32142857142857145,0.2857142857142857,0.0,0.5535714285714286
250,28,0.2857142857142857,0.42857142857142855,0.07142857142857142,0.4642857142857143
251,86,0.46511627906976744,0.3372093023255814,0.046511627906976744,0.38372093023255816
252,56,0.42857142857142855,0.2857142857142857,0.08928571428571429,0.4107142857142857
253,53,0.33962264150943394,0.32075471698113206,0.018867924528301886,0.49056603773584906
254,48,0.0625,0.8333333333333334,0.0,0.125
255,36,0.3888888888888889,0.3333333333333333,0.05555555555555555,0.4166666666666667
256,93,0.3870967741935484,0.1827956989247312,0.0967741935483871,0.3763440860215054
257,64,0.359375,0.4375,0.03125,0.40625
258,28,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.5714285714285714
259,40,0.35,0.375,0.025,0.55
260,55,0.23636363636363636,0.3090909090909091,0.03636363636363636,0.5454545454545454
261,103,0.019417475728155338,0.9611650485436893,0.0,0.019417475728155338
262,14,0.2857142857142857,0.21428571428571427,0.21428571428571427,0.42857142857142855
263,59,0.3389830508474576,0.3728813559322034,0.1016949152542373,0.3389830508474576
264,55,0.45454545454545453,0.43636363636363634,0.07272727272727272,0.36363636363636365
265,158,0.6645569620253164,0.33544303797468356,0.0,0.33544303797468356
266,29,0.4482758620689655,0.3448275862068966,0.0,0.5172413793103449
267,72,0.3888888888888889,0.2638888888888889,0.05555555555555555,0.4305555555555556
268,1139,0.6005267778753293,0.4003511852502195,0.0,0.3994732221246708
269,81,0.3333333333333333,0.2345679012345679,0.06172839506172839,0.5308641975308642
270,130,0.023076923076923078,0.9692307692307692,0.0,0.023076923076923078
271,203,0.33497536945812806,0.33497536945812806,0.0,0.3399014778325123
272,37,0.2972972972972973,0.13513513513513514,0.10810810810810811,0.43243243243243246
273,26,0.46153846153846156,0.19230769230769232,0.07692307692307693,0.38461538461538464
274,29,0.4827586206896552,0.27586206896551724,0.0,0.5172413793103449
275,140,0.02142857142857143,0.007142857142857143,0.9571428571428572,0.02142857142857143
276,53,0.39622641509433965,0.3584905660377358,0.018867924528301886,0.3584905660377358
277,89,0.2696629213483146,0.20224719101123595,0.056179775280898875,0.5730337078651685
278,873,0.2027491408934708,0.003436426116838488,0.0,0.7972508591065293
279,305,0.33114754098360655,0.33114754098360655,0.003278688524590164,0.6655737704918033
280,486,0.3333333333333333,0.3333333333333333,0.0,0.6625514403292181
281,40,0.475,0.325,0.05,0.4
282,34,0.35294117647058826,0.2647058823529412,0.058823529411764705,0.4117647058823529
283,20,0.35,0.4,0.0,0.6
284,43,0.3488372093023256,0.2558139534883721,0.06976744186046512,0.4418604651162791
285,83,0.3493975903614458,0.2891566265060241,0.04819277108433735,0.4457831325301205
286,14,0.35714285714285715,0.35714285714285715,0.07142857142857142,0.42857142857142855
287,38,0.2894736842105263,0.2631578947368421,0.05263157894736842,0.5263157894736842
288,12,0.25,0.3333333333333333,0.08333333333333333,0.4166666666666667
289,38,0.02631578947368421,0.868421052631579,0.02631578947368421,0.07894736842105263
290,64,0.390625,0.3125,0.0625,0.4375
291,32,0.40625,0.46875,0.03125,0.3125
292,62,0.5483870967741935,0.3064516129032258,0.04838709677419355,0.25806451612903225
293,96,0.03125,0.96875,0.0,0.010416666666666666
294,48,0.2916666666666667,0.2916666666666667,0.0625,0.4791666666666667
295,15,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.4666666666666667
296,54,0.37037037037037035,0.3148148148148148,0.1111111111111111,0.42592592592592593
297,22,0.45454545454545453,0.18181818181818182,0.045454545454545456,0.45454545454545453
298,39,0.4358974358974359,0.38461538461538464,0.07692307692307693,0.3333333333333333
299,76,0.4342105263157895,0.23684210526315788,0.11842105263157894,0.32894736842105265
300,74,0.35135135135135137,0.33783783783783783,0.0,0.5135135135135135
301,28,0.35714285714285715,0.39285714285714285,0.0,0.4642857142857143
302,148,0.35135135135135137,0.3716216216216216,0.033783783783783786,0.44594594594594594
303,225,0.9777777777777777,0.49777777777777776,0.0,0.017777777777777778
304,60,0.45,0.36666666666666664,0.03333333333333333,0.4166666666666667
305,78,0.3717948717948718,0.2564102564102564,0.02564102564102564,0.5256410256410257
306,78,0.3717948717948718,0.2948717948717949,0.02564102564102564,0.5
307,89,0.33707865168539325,0.3595505617977528,0.07865168539325842,0.39325842696629215
308,85,0.38823529411764707,0.32941176470588235,0.023529411764705882,0.4235294117647059
309,72,0.3194444444444444,0.3333333333333333,0.013888888888888888,0.3333333333333333
310,34,0.2647058823529412,0.2647058823529412,0.11764705882352941,0.35294117647058826
311,695,0.49928057553956834,0.497841726618705,0.0014388489208633094,0.2503597122302158
312,52,0.3269230769230769,0.40384615384615385,0.0,0.46153846153846156
313,40,0.275,0.25,0.075,0.525
314,85,0.36470588235294116,0.29411764705882354,0.047058823529411764,0.4823529411764706
315,13,0.3076923076923077,0.0,0.15384615384615385,0.5384615384615384
316,19,0.47368421052631576,0.3684210526315789,0.0,0.47368421052631576
317,21,0.2857142857142857,0.2857142857142857,0.0,0.6666666666666666
318,5,0.0,0.0,0.0,1.0
319,113,0.008849557522123894,0.0,0.008849557522123894,0.9823008849557522
320,34,0.4117647058823529,0.17647058823529413,0.058823529411764705,0.47058823529411764
321,54,0.2777777777777778,0.2962962962962963,0.018518518518518517,0.5555555555555556
322,33,0.21212121212121213,0.36363636363636365,0.0,0.5454545454545454
323,10,0.3,0.2,0.0,0.6
324,7,0.42857142857142855,0.0,0.14285714285714285,0.42857142857142855
325,292,0.3424657534246575,0.3253424657534247,0.003424657534246575,0.3287671232876712
326,819,0.3333333333333333,0.0,0.0,0.6666666666666666
327,15,0.2,0.2,0.06666666666666667,0.5333333333333333
328,13,0.5384615384615384,0.38461538461538464,0.0,0.38461538461538464
329,43,0.27906976744186046,0.3488372093023256,0.06976744186046512,0.4883720930232558
330,39,0.48717948717948717,0.2564102564102564,0.02564102564102564,0.4358974358974359
331,39,0.38461538461538464,0.3333333333333333,0.05128205128205128,0.4358974358974359
332,13,0.23076923076923078,0.15384615384615385,0.0,0.6153846153846154
333,160,0.9625,0.98125,0.00625,0.0125
334,109,0.3669724770642202,0.3853211009174312,0.009174311926605505,0.43119266055045874
335,61,0.4098360655737705,0.29508196721311475,0.03278688524590164,0.47540983606557374
336,56,0.375,0.16071428571428573,0.05357142857142857,0.44642857142857145
337,56,0.4642857142857143,0.32142857142857145,0.017857142857142856,0.4107142857142857
338,72,0.3888888888888889,0.4027777777777778,0.08333333333333333,0.4305555555555556
339,292,0.3321917808219178,0.6643835616438356,0.0,0.3356164383561644
340,45,0.4222222222222222,0.3111111111111111,0.044444444444444446,0.4
341,117,0.9401709401709402,0.9487179487179487,0.017094017094017096,0.02564102564102564
342,14,0.42857142857142855,0.21428571428571427,0.0,0.5
343,25,0.44,0.16,0.12,0.24
344,93,0.3763440860215054,0.1827956989247312,0.08602150537634409,0.41935483870967744
345,55,0.3090909090909091,0.18181818181818182,0.09090909090909091,0.4727272727272727
346,86,0.3953488372093023,0.313953488372093,0.08139534883720931,0.37209302325581395
347,52,0.25,0.3269230769230769,0.038461538461538464,0.5192307692307693
348,20,0.25,0.5,0.05,0.45
349,44,0.3181818181818182,0.20454545454545456,0.09090909090909091,0.38636363636363635
350,75,0.44,0.26666666666666666,0.08,0.4
351,12,0.16666666666666666,0.4166666666666667,0.16666666666666666,0.25
352,62,0.46774193548387094,0.5,0.0,0.5
353,15,0.5333333333333333,0.4666666666666667,0.06666666666666667,0.2
354,20,0.25,0.4,0.05,0.35
355,28,0.32142857142857145,0.2857142857142857,0.03571428571428571,0.42857142857142855
356,63,0.3968253968253968,0.25396825396825395,0.047619047619047616,0.4126984126984127
357,52,0.4230769230769231,0.3076923076923077,0.11538461538461539,0.3076923076923077
358,39,0.38461538461538464,0.3333333333333333,0.02564102564102564,0.38461538461538464
359,282,0.25177304964539005,0.25177304964539005,0.0,0.7446808510638298
360,122,0.319672131147541,0.36885245901639346,0.01639344262295082,0.4918032786885246
361,58,0.3275862068965517,0.3275862068965517,0.017241379310344827,0.5344827586206896
362,55,0.45454545454545453,0.2545454545454545,0.2,0.2
363,18,0.5,0.5555555555555556,0.0,0.3333333333333333
364,90,0.3888888888888889,0.34444444444444444,0.022222222222222223,0.43333333333333335
365,45,0.4222222222222222,0.37777777777777777,0.022222222222222223,0.4
366,23,0.43478260869565216,0.2608695652173913,0.043478260869565216,0.4782608695652174
367,54,0.37037037037037035,0.25925925925925924,0.05555555555555555,0.5
368,68,0.2647058823529412,0.3088235294117647,0.058823529411764705,0.5147058823529411
369,55,0.5636363636363636,0.45454545454545453,0.01818181818181818,0.2909090909090909
370,12,0.16666666666666666,0.4166666666666667,0.0,0.5
371,59,0.288135593220339,0.22033898305084745,0.03389830508474576,0.576271186440678
372,115,0.48695652173913045,0.4782608695652174,0.008695652173913044,0.5043478260869565
373,29,0.3448275862068966,0.3448275862068966,0.0,0.41379310344827586
374,27,0.37037037037037035,0.25925925925925924,0.07407407407407407,0.48148148148148145
375,13,0.5384615384615384,0.46153846153846156,0.07692307692307693,0.3076923076923077
376,69,0.3188405797101449,0.2753623188405797,0.057971014492753624,0.4492753623188406
377,19,0.21052631578947367,0.3684210526315789,0.05263157894736842,0.42105263157894735
378,34,0.3235294117647059,0.4411764705882353,0.0,0.47058823529411764
379,11,0.18181818181818182,0.45454545454545453,0.0,0.36363636363636365
380,27,0.4074074074074074,0.37037037037037035,0.037037037037037035,0.37037037037037035
381,60,0.4,0.38333333333333336,0.06666666666666667,0.4666666666666667
382,53,0.3018867924528302,0.32075471698113206,0.018867924528301886,0.5094339622641509
383,36,0.4166666666666667,0.3611111111111111,0.05555555555555555,0.3333333333333333
384,37,0.43243243243243246,0.40540540540540543,0.02702702702702703,0.32432432432432434
385,74,0.2702702702702703,0.32432432432432434,0.05405405405405406,0.5135135135135135
386,60,0.38333333333333336,0.3333333333333333,0.05,0.4666666666666667
387,32,0.40625,0.28125,0.03125,0.53125
